C,0,0,-0.31147541,-0.049180328,-0.580327869,-0.209836066,-0.816393443,-0.252459016,-1,-0.26557377,-0.396721311,-0.685245902,-0.586885246,-0.88852459,-0.77704918,-0.960655738,-0.954098361,-0.963934426,-0.318032787,-0.721311475,-0.603278689,-0.963934426,-0.813114754,-1,-0.983606557,-0.967213115,-0.236065574,-0.708196721,-0.527868852,-0.924590164,-0.767213115,-0.970491803,-0.957377049,-0.960655738,-0.170491803,-0.639344262,-0.478688525,-0.793442623,-0.678688525,-0.855737705,-0.839344262,-0.881967213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,0,0,-0.309904153,-0.07028754,-0.57827476,-0.223642173,-0.817891374,-0.261980831,-1,-0.297124601,-0.370607029,-0.686900958,-0.536741214,-0.888178914,-0.712460064,-0.955271565,-0.881789137,-0.971246006,-0.290734824,-0.722044728,-0.546325879,-0.971246006,-0.747603834,-1,-0.910543131,-0.968051118,-0.204472843,-0.706070288,-0.469648562,-0.923322684,-0.699680511,-0.961661342,-0.881789137,-0.945686901,-0.130990415,-0.638977636,-0.418530351,-0.801916933,-0.610223642,-0.865814696,-0.766773163,-0.891373802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,0,0,-0.305993691,-0.072555205,-0.567823344,-0.223974763,-0.804416404,-0.268138801,-0.977917981,-0.302839117,-0.365930599,-0.678233438,-0.520504732,-0.886435331,-0.694006309,-0.955835962,-0.861198738,-0.965299685,-0.287066246,-0.70977918,-0.529968454,-0.96214511,-0.731861199,-1,-0.892744479,-0.971608833,-0.19873817,-0.694006309,-0.457413249,-0.90851735,-0.681388013,-0.955835962,-0.864353312,-0.943217666,-0.123028391,-0.621451104,-0.403785489,-0.785488959,-0.589905363,-0.851735016,-0.744479495,-0.880126183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,0,0,-0.291021672,-0.083591331,-0.554179567,-0.238390093,-0.79876161,-0.291021672,-0.965944272,-0.328173375,-0.315789474,-0.687306502,-0.482972136,-0.891640867,-0.6625387,-0.962848297,-0.839009288,-0.981424149,-0.247678019,-0.712074303,-0.513931889,-0.965944272,-0.708978328,-1,-0.866873065,-0.969040248,-0.170278638,-0.690402477,-0.436532508,-0.907120743,-0.659442724,-0.962848297,-0.845201238,-0.953560372,-0.114551084,-0.616099071,-0.386996904,-0.783281734,-0.569659443,-0.851393189,-0.721362229,-0.879256966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,0,0,-0.269005848,0.020467836,-0.514619883,-0.078947368,-0.707602339,-0.093567251,-0.856725146,-0.087719298,-0.432748538,-0.505847953,-0.628654971,-0.657894737,-0.807017544,-0.698830409,-0.961988304,-0.68128655,-0.365497076,-0.549707602,-0.652046784,-0.728070175,-0.85380117,-0.725146199,-1,-0.675438596,-0.295321637,-0.549707602,-0.581871345,-0.701754386,-0.804093567,-0.707602339,-0.970760234,-0.67251462,-0.233918129,-0.494152047,-0.523391813,-0.590643275,-0.704678363,-0.616959064,-0.84502924,-0.619883041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,0,0,-0.262390671,0.034985423,-0.510204082,-0.052478134,-0.699708455,-0.055393586,-0.84548105,-0.052478134,-0.443148688,-0.498542274,-0.635568513,-0.641399417,-0.813411079,-0.67638484,-0.962099125,-0.655976676,-0.373177843,-0.542274052,-0.655976676,-0.714285714,-0.857142857,-0.705539359,-1,-0.650145773,-0.297376093,-0.542274052,-0.591836735,-0.679300292,-0.816326531,-0.679300292,-0.985422741,-0.644314869,-0.239067055,-0.483965015,-0.533527697,-0.571428571,-0.717201166,-0.597667638,-0.860058309,-0.60058309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,0,0,-0.240356083,0.047477745,-0.477744807,-0.03264095,-0.643916914,-0.044510386,-0.777448071,-0.059347181,-0.427299703,-0.445103858,-0.614243323,-0.599406528,-0.801186944,-0.640949555,-0.952522255,-0.620178042,-0.359050445,-0.495548961,-0.632047478,-0.670623145,-0.845697329,-0.667655786,-1,-0.614243323,-0.284866469,-0.50148368,-0.572700297,-0.667655786,-0.798219585,-0.661721068,-0.96735905,-0.620178042,-0.21958457,-0.451038576,-0.504451039,-0.545994065,-0.700296736,-0.566765579,-0.845697329,-0.56379822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,0,0,-0.24057971,0.046376812,-0.489855072,-0.034782609,-0.675362319,-0.046376812,-0.814492754,-0.046376812,-0.452173913,-0.446376812,-0.64057971,-0.582608696,-0.817391304,-0.617391304,-0.962318841,-0.594202899,-0.388405797,-0.492753623,-0.660869565,-0.660869565,-0.857971014,-0.646376812,-1,-0.591304348,-0.315942029,-0.498550725,-0.6,-0.637681159,-0.817391304,-0.626086957,-0.979710145,-0.585507246,-0.249275362,-0.455072464,-0.536231884,-0.533333333,-0.71884058,-0.547826087,-0.860869565,-0.547826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,0,0,-0.310457516,-0.045751634,-0.578431373,-0.205882353,-0.810457516,-0.248366013,-0.990196078,-0.27124183,-0.385620915,-0.689542484,-0.562091503,-0.87254902,-0.748366013,-0.944444444,-0.921568627,-0.960784314,-0.297385621,-0.725490196,-0.562091503,-0.95751634,-0.774509804,-1,-0.950980392,-0.977124183,-0.205882353,-0.712418301,-0.490196078,-0.918300654,-0.725490196,-0.970588235,-0.918300654,-0.964052288,-0.137254902,-0.64379085,-0.441176471,-0.787581699,-0.640522876,-0.852941176,-0.800653595,-0.879084967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,0,0,-0.302839117,-0.056782334,-0.577287066,-0.220820189,-0.820189274,-0.255520505,-1,-0.271293375,-0.356466877,-0.684542587,-0.517350158,-0.876971609,-0.697160883,-0.940063091,-0.873817035,-0.943217666,-0.27444795,-0.712933754,-0.536277603,-0.958990536,-0.735015773,-0.987381703,-0.902208202,-0.952681388,-0.192429022,-0.690851735,-0.454258675,-0.895899054,-0.681388013,-0.943217666,-0.870662461,-0.933753943,-0.135646688,-0.611987382,-0.422712934,-0.769716088,-0.615141956,-0.839116719,-0.776025237,-0.870662461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
